Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
GSM1379812,0.0390864341856402,0,0.135057809791238,0.311424849653981,0,0,0,0,0,0,0,0.101900538299775,0.101944592451929,0,0,0.236630302577313,0,0.0340347507548575,0.0399207222852658,0,0,0,0.612,0.0194987875635733,1.08906427654883
GSM1379813,0.124259741034446,0,0.0642563309815803,0.217929895818562,0,0,0,0,0.0800976085601647,0,0.0722713871187162,0.0454295141095956,0.165273551276416,0.00261764033678582,0.023596257679423,0.139402395571546,0,0,0.0648656775127646,0,0,0,0.971,-0.0401651220569773,1.10551468913522
GSM1379814,0.2013837858028,0,0.104990178006627,0.201348894921572,0,0.00938783337619207,0,0,0.113905342207901,0,0.0108021223126877,0.0947228480035519,0.108169654694772,0.0208473712768446,0.0153785185814357,0.0647481385088756,0,0,0.0543153123067405,0,0,0,0.928,-0.0262815360545137,1.1239239438795
GSM1379815,0.0901928996300315,0,0.0749982955799655,0.0429969239752868,0,0.0841939144564676,0.0079422732823621,0,0.00393343047957971,0,0.0291385922707628,0.000788493798027061,0.0072945923413798,0.265471538215252,0.0214458854224821,0.297136446592487,0,0,0.0518136666789345,0,0,0.0226530472769812,0,0.437529704537534,0.89961748003136
GSM1379816,0.14584009696695,0,0.0559986004697326,0.198075754443753,0,0,0,0,0.0966883725549948,0,0.0223844228715545,0.0432300299542999,0.175290878551288,0,0,0.165399196530581,0,0.0320195069229896,0.0650731407338569,0,0,0,0.994,-0.0557220179477006,1.10466742233937
GSM1379817,0.151616795338209,0,0.10783649974809,0.144857323726651,0,0.0475139306877986,0,0,0.0662706738431609,0,0.0524870386216809,0.0530544061145599,0.143229300196012,0.0357889915147241,0,0.13692576786755,0,0,0.0604192723415638,0,0,0,0.941,-0.0282113835774096,1.10290275456624
GSM1379818,0.145476659833474,0,0.0698226298937349,0.135729138366035,0,0,0,0,0.0849096166041398,0,0.0062992688504252,0.0539007940142114,0.189865380426189,0.0186940590779623,0,0.228259633144716,0,0,0.0670428197891123,0,0,0,0.651,0.014089636701748,1.07873316937664
GSM1379819,0.279642095714903,0,0.11159384831001,0.151287476534615,0,0.0523112520160461,0.00437878663468307,0,0.0219687160888253,0,0,0.075341749648452,0.0830202709285398,0,0.000316523170594973,0.145832053766696,0,0,0.0743072271866343,0,0,0,0.53,0.0299787891957004,1.10596203283465
GSM1379820,0,0,0.127193754560545,0.14299664300263,0,0.200402473660086,0,0,0,0,0,0.141110765807839,0.0967860873282375,0.0667320331513833,0,0.084710883468931,0,0.0417604499187126,0.0983069091016353,0,0,0,0.856,-0.0129523695651502,1.09721403289948
GSM1379821,0.0163428068090305,0,0.121715153907801,0.157853443976112,0,0.204725981945854,0,0,0,0,0.0471410459202812,0.127199423249876,0.0645809167247021,0.0210627030296773,0,0.15884088739115,0,0,0.0805376370455158,0,0,0,0.835,-0.0101757426304589,1.10715526239002
GSM1379822,0.237174734423266,0,0.079013509455708,0.201914488826456,0.00767366025153173,0,0,0,0.120886122247347,0,0.0415574633974607,0.0224434038833464,0.176120264011809,0.0127745372187979,0,0.0939350122950136,0,0.00501453638387889,0.00149226760538607,0,0,0,0.961,-0.0366750396431097,1.12811634527414
GSM1379823,0.206997472149251,0,0.0705725492874838,0.0884812831657004,0,0.100523138909743,0,0,0.0659223145235415,0,0.0572486119498392,0.0493387956521063,0.1086839401029,0.0152174387614565,0,0.124662477920697,0,0,0.112351977577282,0,0,0,0.953,-0.0327183164562617,1.10531441410263
GSM1379824,0.160972046356825,0,0.0979625832658709,0.0983695459924479,0,0.143702726822059,0,0,0,0,0.00793237032980249,0.0918090000396941,0.125913766342224,0.0017362227775634,0.0424874892180016,0.150344985948538,0,0,0.0787692629069737,0,0,0,0.404,0.045540675773284,1.07140388343813
GSM1379825,0.190098703372256,0,0.0703163086645193,0.212544341082041,0,0.034392398408653,0,0,0.0510929736983684,0,0,0.0751872462423594,0.10103789796109,0,0.0105581911930154,0.177354013353075,0,0.000247004836860071,0.0771709211877622,0,0,0,0.924,-0.0246064152199945,1.10481128803318
GSM1379826,0.259531528566064,0,0.0792087542803053,0.152786156383595,0,0.0871734456044032,0,0,0.0132008988714706,0,0.00200477987553406,0.0445384744060497,0.0905106468506309,0,0,0.15909351383107,0,0.0174411194852359,0.0945106818456414,0,0,0,0.274,0.0663179746985142,1.07413999618084
GSM1379827,0.111029412132082,0,0.124252257028132,0.0368960017542905,0,0.167989307126876,0,0,0,0,0.0240425102533326,0.127719928528905,0.120494141105326,0,0.0151012580179478,0.215920668706813,0,0,0.0564720786411906,0,8.24367051040056e-05,0,0.787,-0.003394086293169,1.09380775372794
GSM1379828,0,0,0.126236535574355,0.161841586991941,0,0.163178150351076,0,0.00986184077731636,0,0,0.0437526371921686,0.110168226502619,0.116295540302229,0.00916184735818204,0,0.162062537356251,0,0.0434609214597189,0.0539801761341432,0,0,0,0.936,-0.027540568203927,1.10404403806112
GSM1379829,0.174132079817619,0,0.067369150683328,0.222054490136442,0,0,0,0,0.072936809761944,0,0.0364578757933251,0.0246283405854811,0.116071386268387,0,0,0.187743032330867,0,0.0198011360960564,0.0788056985265509,0,0,0,0.896,-0.0188914462420097,1.09497953328051
GSM1379879,0.0840480646845368,0,0.10445144923781,0.0874015281209452,0,0.155132797205282,0,0,0,0,0.0135242042997014,0.0938703107801426,0.0913923217646818,0,0,0.181589446920372,0,0.0380717392946088,0.150518137691918,0,0,0,0.946,-0.0292992075813675,1.09012745858046
GSM1379916,0.066724106979696,0,0.0905570670211299,0.133138724128929,0,0.0396621098502902,0,0,0.0487488752224572,0,0.0656427155315285,0.0252188842156705,0.264056992926167,0.00587945364868535,0.00694297719778885,0.117977609130295,0,0.0093507672059439,0.126099716941419,0,0,0,0.931,-0.0268142313791036,1.08985993586606
GSM1379917,0.159225948221042,0,0.0836585701538142,0.0533676544672203,0,0.188932957537832,0,0,0,0,0.0860417854785444,0.0337281618342634,0.164314138475016,0.0261141442614565,0,0.112795874165833,0,0,0.0873310669077187,0,0.00448969849725944,0,0.895,-0.0187698269793861,1.09325643395243
GSM1379928,0.253556945110949,0,0.092328758334785,0.254407932294957,0,0.076413724204964,0.00568347700007386,0,0.0209978758242205,0,0.0144390014570016,0.0291752109796215,0.092034252947396,0,0,0.084805472896761,0,0.0092640662405156,0.0668932827087553,0,0,0,0.169,0.0875476356667968,1.07756293339485
GSM1379929,0.226076047478409,0,0.341466610040525,0.101571138264938,0,0.0647447991886664,0,0,0.0133082091595604,0,0.00601117862018732,0.0205319019565723,0.0652674042661982,0,0,0.0907458873015446,0,0.0140929701833062,0.0561838535400925,0,0,0,0.012,0.228944661557737,1.06037344662428
GSM1379930,0.0548642237123062,0,0.0778498685840021,0.0868005260896261,0,0.161656767449257,0,0,0,0,0.0260433341950049,0.102783480107412,0.100296168755638,0,0,0.238524901142476,0,0.00685018565894717,0.14343191291089,0,0.000898631394440963,0,0.642,0.016122814966228,1.07429331031403
GSM1379931,0.0224615966177204,0,0.113420790025103,0.205783076250092,0.00901248516040967,0.0856380107632072,0,0,0,0,0.0474716086829254,0.118430966505334,0.187772991712324,0.0512052424779309,0.0154800704850985,0.106463117023683,0,0,0.0348498475108144,0,0.00201019678535663,0,0.84,-0.0108060726472924,1.10462268929572
